@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)'

@attribute text STRING
@attribute __directive_class__ {directive,non-directive}

@data
'@exception NumberFormatException if the <code>String</code> does not\n   contain a parsable integer\n',directive
' Creates a new integer field editor \n',non-directive
' Creates a new integer field editor \n',non-directive
' Creates an integer field editor.\n \n @param name the name of the preference this field editor works on\n @param labelText the label text of the field editor\n @param parent the parent of the field editor\'s control\n',non-directive
' Creates an integer field editor.\n \n',non-directive
?,non-directive
'@param name the name of the preference this field editor works on\n ',non-directive
'@param labelText the label text of the field editor\n ',non-directive
'@param parent the parent of the field editor\'s control\n',non-directive
' Creates an integer field editor.\n \n @param name the name of the preference this field editor works on\n @param labelText the label text of the field editor\n @param parent the parent of the field editor\'s control\n @param textLimit the maximum number of characters in the text.\n',non-directive
' Creates an integer field editor.\n \n',non-directive
?,non-directive
'@param name the name of the preference this field editor works on\n ',non-directive
'@param labelText the label text of the field editor\n ',non-directive
'@param parent the parent of the field editor\'s control\n ',non-directive
'@param textLimit the maximum number of characters in the text.\n',non-directive
?,non-directive
?,non-directive
' Checks whether the text input field contains a valid value or not.\n\n @return <code>true</code> if the field value is valid,\n   and <code>false</code> if invalid\n',non-directive
' Checks whether the text input field contains a valid value or not.\n\n ',non-directive
'@return <code>true</code> if the field value is valid,\n   and <code>false</code> if invalid\n',non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
' Returns the error message that will be displayed when and if \n an error occurs.\n\n @return the error message, or <code>null</code> if none\n',directive
' Returns the error message that will be displayed when and if \n an error occurs.\n\n ',non-directive
'@return the error message, or <code>null</code> if none\n',directive
?,non-directive
?,non-directive
' Returns the field editor\'s value.\n\n @return the current value\n',non-directive
' Returns the field editor\'s value.\n\n ',non-directive
'@return the current value\n',non-directive
' Returns this field editor\'s text control.\n\n @return the text control, or <code>null</code> if no\n text field is created yet\n',non-directive
' Returns this field editor\'s text control.\n\n ',non-directive
'@return the text control, or <code>null</code> if no\n text field is created yet\n',directive
' Returns this field editor\'s text control.\n <p>\n The control is created if it does not yet exist\n </p>\n\n @param parent the parent\n @return the text control\n',non-directive
' Returns this field editor\'s text control.\n ',non-directive
'<p>\n The control is created if it does not yet exist\n </p>\n\n ',directive
'@param parent the parent\n ',non-directive
'@return the text control\n',non-directive
' Returns whether an empty string is a valid value.\n\n @return <code>true</code> if an empty string is a valid value, and\n  <code>false</code> if an empty string is invalid\n @see #setEmptyStringAllowed\n',non-directive
' Returns whether an empty string is a valid value.\n\n ',non-directive
'@return <code>true</code> if an empty string is a valid value, and\n  <code>false</code> if an empty string is invalid\n ',non-directive
'@see #setEmptyStringAllowed\n',non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
' Sets whether the empty string is a valid value or not.\n\n @param b <code>true</code> if the empty string is allowed,\n  and <code>false</code> if it is considered invalid\n',non-directive
' Sets whether the empty string is a valid value or not.\n\n ',non-directive
'@param b <code>true</code> if the empty string is allowed,\n  and <code>false</code> if it is considered invalid\n',non-directive
' Sets the error message that will be displayed when and if \n an error occurs.\n\n @param message the error message\n',directive
' Sets the error message that will be displayed when and if \n an error occurs.\n\n ',non-directive
'@param message the error message\n',non-directive
?,non-directive
?,non-directive
' Sets this field editor\'s value.\n\n @param value the new value, or <code>null</code> meaning the empty string\n',non-directive
' Sets this field editor\'s value.\n\n ',non-directive
'@param value the new value, or <code>null</code> meaning the empty string\n',directive
' Sets this text field\'s text limit.\n\n @param limit the limit on the number of character in the text\n  input field, or <code>UNLIMITED</code> for no limit\n\n',non-directive
' Sets this text field\'s text limit.\n\n ',non-directive
'@param limit the limit on the number of character in the text\n  input field, or <code>UNLIMITED</code> for no limit\n\n',directive
' Shows the error message set via <code>setErrorMessage</code>.\n',directive
' Shows the error message set via <code>setErrorMessage</code>.\n',non-directive
' Informs this field editor\'s listener, if it has one, about a change\n to the value (<code>VALUE</code> property) provided that the old and\n new values are different.\n <p>\n This hook is <em>not</em> called when the text is initialized \n (or reset to the default value) from the preference store.\n </p>\n',directive
' Informs this field editor\'s listener, if it has one, about a change\n to the value (<code>VALUE</code> property) provided that the old and\n new values are different.\n ',non-directive
'<p>\n This hook is <em>not</em> called when the text is initialized \n (or reset to the default value) from the preference store.\n ',directive
'</p>\n',non-directive
?,non-directive
?,non-directive
' Creates a new string field editor \n',non-directive
' Creates a new string field editor \n',non-directive
' Creates a string field editor.\n Use the method <code>setTextLimit</code> to limit the text.\n \n @param name the name of the preference this field editor works on\n @param labelText the label text of the field editor\n @param width the width of the text input field in characters,\n  or <code>UNLIMITED</code> for no limit\n @param strategy either <code>VALIDATE_ON_KEY_STROKE</code> to perform\n  on the fly checking (the default), or <code>VALIDATE_ON_FOCUS_LOST</code> to\n  perform validation only after the text has been typed in\n @param parent the parent of the field editor\'s control\n @since 2.0\n',directive
' Creates a string field editor.\n ',non-directive
'Use the method <code>setTextLimit</code> to limit the text.\n \n',non-directive
?,non-directive
'@param name the name of the preference this field editor works on\n ',non-directive
'@param labelText the label text of the field editor\n ',non-directive
'@param width the width of the text input field in characters,\n  or <code>UNLIMITED</code> for no limit\n ',directive
'@param strategy either <code>VALIDATE_ON_KEY_STROKE</code> to perform\n  on the fly checking (the default), or <code>VALIDATE_ON_FOCUS_LOST</code> to\n  perform validation only after the text has been typed in\n ',directive
'@param parent the parent of the field editor\'s control\n ',non-directive
'@since 2.0\n',non-directive
' Creates a string field editor.\n Use the method <code>setTextLimit</code> to limit the text.\n \n @param name the name of the preference this field editor works on\n @param labelText the label text of the field editor\n @param width the width of the text input field in characters,\n  or <code>UNLIMITED</code> for no limit\n @param parent the parent of the field editor\'s control\n',non-directive
' Creates a string field editor.\n ',non-directive
'Use the method <code>setTextLimit</code> to limit the text.\n \n',non-directive
?,non-directive
'@param name the name of the preference this field editor works on\n ',non-directive
'@param labelText the label text of the field editor\n ',non-directive
'@param width the width of the text input field in characters,\n  or <code>UNLIMITED</code> for no limit\n ',directive
'@param parent the parent of the field editor\'s control\n',non-directive
' Creates a string field editor of unlimited width.\n Use the method <code>setTextLimit</code> to limit the text.\n \n @param name the name of the preference this field editor works on\n @param labelText the label text of the field editor\n @param parent the parent of the field editor\'s control\n',non-directive
' Creates a string field editor of unlimited width.\n ',non-directive
'Use the method <code>setTextLimit</code> to limit the text.\n \n',non-directive
?,non-directive
'@param name the name of the preference this field editor works on\n ',non-directive
'@param labelText the label text of the field editor\n ',non-directive
'@param parent the parent of the field editor\'s control\n',non-directive
' Validation strategy constant (value <code>0</code>) indicating that\n the editor should perform validation after every key stroke.\n\n @see #setValidateStrategy\n',directive
' Validation strategy constant (value <code>0</code>) indicating that\n the editor should perform validation after every key stroke.\n\n ',non-directive
'@see #setValidateStrategy\n',non-directive
' Validation strategy constant (value <code>1</code>) indicating that\n the editor should perform validation only when the text widget \n loses focus.\n\n @see #setValidateStrategy\n',directive
' Validation strategy constant (value <code>1</code>) indicating that\n the editor should perform validation only when the text widget \n loses focus.\n\n ',non-directive
'@see #setValidateStrategy\n',non-directive
' Text limit constant (value <code>-1</code>) indicating unlimited\n text limit and width.\n',non-directive
' Text limit constant (value <code>-1</code>) indicating unlimited\n text limit and width.\n',non-directive
' Old text value.\n @since 3.4 this field is protected.\n',non-directive
' Old text value.\n ',non-directive
'@since 3.4 this field is protected.\n',non-directive
' IPersistentPreferenceStore is a preference store that can \n be saved.\n',non-directive
' IPersistentPreferenceStore is a preference store that can \n be saved.\n',non-directive
' Saves the non-default-valued preferences known to this preference\n store to the file from which they were originally loaded.\n\n @exception java.io.IOException if there is a problem saving this store\n',non-directive
' Saves the non-default-valued preferences known to this preference\n store to the file from which they were originally loaded.\n\n ',non-directive
'@exception java.io.IOException if there is a problem saving this store\n',non-directive
' A field editor for a file path type preference. A standard file \n dialog appears when the user presses the change button.\n',non-directive
' A field editor for a file path type preference. ',non-directive
'A standard file \n dialog appears when the user presses the change button.\n',non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
' Creates a new file field editor \n',non-directive
' Creates a new file field editor \n',non-directive
' Creates a file field editor.\n \n @param name the name of the preference this field editor works on\n @param labelText the label text of the field editor\n @param parent the parent of the field editor\'s control\n',non-directive
' Creates a file field editor.\n \n',non-directive
?,non-directive
'@param name the name of the preference this field editor works on\n ',non-directive
'@param labelText the label text of the field editor\n ',non-directive
'@param parent the parent of the field editor\'s control\n',non-directive
' Creates a file field editor.\n \n @param name the name of the preference this field editor works on\n @param labelText the label text of the field editor\n @param enforceAbsolute <code>true</code> if the file path\n  must be absolute, and <code>false</code> otherwise\n @param parent the parent of the field editor\'s control\n',directive
' Creates a file field editor.\n \n',non-directive
?,non-directive
'@param name the name of the preference this field editor works on\n ',non-directive
'@param labelText the label text of the field editor\n ',non-directive
'@param enforceAbsolute <code>true</code> if the file path\n  must be absolute, and <code>false</code> otherwise\n ',non-directive
'@param parent the parent of the field editor\'s control\n',non-directive
' Creates a file field editor.\n \n @param name the name of the preference this field editor works on\n @param labelText the label text of the field editor\n @param enforceAbsolute <code>true</code> if the file path\n  must be absolute, and <code>false</code> otherwise\n @param validationStrategy either {@link StringButtonFieldEditor#VALIDATE_ON_KEY_STROKE}\n  to perform on the fly checking, or {@link StringButtonFieldEditor#VALIDATE_ON_FOCUS_LOST}\n  (the default) to perform validation only after the text has been typed in\n @param parent the parent of the field editor\'s control.\n @since 3.4\n @see StringButtonFieldEditor#VALIDATE_ON_KEY_STROKE\n @see StringButtonFieldEditor#VALIDATE_ON_FOCUS_LOST\n',directive
' Creates a file field editor.\n \n',non-directive
?,non-directive
'@param name the name of the preference this field editor works on\n ',non-directive
'@param labelText the label text of the field editor\n ',non-directive
'@param enforceAbsolute <code>true</code> if the file path\n  must be absolute, and <code>false</code> otherwise\n ',non-directive
'@param validationStrategy either {',directive
'@link StringButtonFieldEditor#VALIDATE_ON_KEY_STROKE}\n  to perform on the fly checking, or {',directive
'@link StringButtonFieldEditor#VALIDATE_ON_FOCUS_LOST}\n  (the default) to perform validation only after the text has been typed in\n ',directive
'@param parent the parent of the field editor\'s control.\n ',non-directive
'@since 3.4\n ',non-directive
'@see StringButtonFieldEditor#VALIDATE_ON_KEY_STROKE\n ',non-directive
'@see StringButtonFieldEditor#VALIDATE_ON_FOCUS_LOST\n',non-directive
' The <code>IPreferenceStore</code> interface represents a table mapping\n named preferences to values. If there is no value for a given name, \n then that preferences\'s default value is returned; and if there is no\n default value for that preference, then a default-default value is returned.\n The default-default values for the primitive types are as follows:\n <ul>\n \t<li><code>boolean</code> = <code>false</code></li>\n \t<li><code>double</code> = <code>0.0</code></li>\n \t<li><code>float</code> = <code>0.0f</code></li>\n \t<li><code>int</code> = <code>0</code></li>\n  <li><code>long</code> = <code>0</code></li>\n \t<li><code>String</code> = <code>\"\"</code> (the empty string)</li>\n </ul>\n <p>\n Thus a preference store maintains two values for each of a set of\n names: a current value and a default value.\n The typical usage is to establish the defaults for all known preferences\n and then restore previously stored values for preferences whose values \n were different from their defaults. After the current values of\n the preferences have been modified, it is a simple matter to write\n out only those preferences whose values are different from their defaults.\n This two-tiered approach to saving and restoring preference setting\n minimized the number of preferences that need to be persisted; indeed,\n the normal starting state does not require storing any preferences\n at all.\n </p>\n <p>\n A property change event is reported whenever a preferences current\n value actually changes (whether through <code>setValue</code>,\n <code>setToDefault</code>, or other unspecified means). Note, however,\n that manipulating default values (with <code>setDefault</code>)\n does not cause such events to be reported.\n </p>\n <p>\n Clients who need a preference store may implement this interface or \n instantiate the standard implementation <code>PreferenceStore</code>.\n </p>\n\n @see PreferenceStore\n',directive
' The <code>IPreferenceStore</code> interface represents a table mapping\n named preferences to values. ',non-directive
'If there is no value for a given name, \n then that preferences\'s default value is returned; and if there is no\n default value for that preference, then a default-default value is returned.\n ',non-directive
'The default-default values for the primitive types are as follows:\n <ul>\n \t',directive
'<li><code>boolean</code> = <code>false</code></li>\n \t',non-directive
'<li><code>double</code> = <code>0.0</code></li>\n \t',non-directive
'<li><code>float</code> = <code>0.0f</code></li>\n \t',non-directive
'<li><code>int</code> = <code>0</code></li>\n  ',non-directive
'<li><code>long</code> = <code>0</code></li>\n \t',non-directive
'<li><code>String</code> = <code>\"\"</code> (the empty string)</li>\n </ul>\n ',non-directive
'<p>\n Thus a preference store maintains two values for each of a set of\n names: a current value and a default value.\n ',non-directive
'The typical usage is to establish the defaults for all known preferences\n and then restore previously stored values for preferences whose values \n were different from their defaults. ',directive
'After the current values of\n the preferences have been modified, it is a simple matter to write\n out only those preferences whose values are different from their defaults.\n ',non-directive
'This two-tiered approach to saving and restoring preference setting\n minimized the number of preferences that need to be persisted; indeed,\n the normal starting state does not require storing any preferences\n at all.\n ',non-directive
'</p>\n <p>\n A property change event is reported whenever a preferences current\n value actually changes (whether through <code>setValue</code>,\n <code>setToDefault</code>, or other unspecified means). ',directive
'Note, however,\n that manipulating default values (with <code>setDefault</code>)\n does not cause such events to be reported.\n ',directive
'</p>\n <p>\n Clients who need a preference store may implement this interface or \n instantiate the standard implementation <code>PreferenceStore</code>.\n ',directive
'</p>\n\n ',non-directive
'@see PreferenceStore\n',non-directive
' Returns whether the named preference is known to this preference\n store.\n\n @param name the name of the preference\n @return <code>true</code> if either a current value or a default\n  value is known for the named preference, and <code>false</code> otherwise\n',non-directive
' Returns whether the named preference is known to this preference\n store.\n\n ',non-directive
'@param name the name of the preference\n ',non-directive
'@return <code>true</code> if either a current value or a default\n  value is known for the named preference, and <code>false</code> otherwise\n',non-directive
' Fires a property change event corresponding to a change to the\n current value of the preference with the given name.\n <p>\n This method is provided on this interface to simplify the implementation \n of decorators. There is normally no need to call this method since\n <code>setValue</code> and <code>setToDefault</code> report such\n events in due course. Implementations should funnel all preference\n changes through this method.\n </p>\n\n @param name the name of the preference, to be used as the property\n  in the event object\n @param oldValue the old value\n @param newValue the new value\n',directive
' Fires a property change event corresponding to a change to the\n current value of the preference with the given name.\n ',non-directive
'<p>\n This method is provided on this interface to simplify the implementation \n of decorators. ',directive
'There is normally no need to call this method since\n <code>setValue</code> and <code>setToDefault</code> report such\n events in due course. ',directive
'Implementations should funnel all preference\n changes through this method.\n ',directive
'</p>\n\n ',non-directive
'@param name the name of the preference, to be used as the property\n  in the event object\n ',non-directive
'@param oldValue the old value\n ',non-directive
'@param newValue the new value\n',non-directive
' Returns the current value of the boolean-valued preference with the\n given name.\n Returns the default-default value (<code>false</code>) if there\n is no preference with the given name, or if the current value \n cannot be treated as a boolean.\n\n @param name the name of the preference\n @return the boolean-valued preference\n',non-directive
' Returns the current value of the boolean-valued preference with the\n given name.\n ',non-directive
'Returns the default-default value (<code>false</code>) if there\n is no preference with the given name, or if the current value \n cannot be treated as a boolean.\n\n ',directive
'@param name the name of the preference\n ',non-directive
'@return the boolean-valued preference\n',non-directive
' Returns the default value for the boolean-valued preference\n with the given name.\n Returns the default-default value (<code>false</code>) if there\n is no default preference with the given name, or if the default \n value cannot be treated as a boolean.\n\n @param name the name of the preference\n @return the default value of the named preference\n',non-directive
' Returns the default value for the boolean-valued preference\n with the given name.\n ',non-directive
'Returns the default-default value (<code>false</code>) if there\n is no default preference with the given name, or if the default \n value cannot be treated as a boolean.\n\n ',directive
'@param name the name of the preference\n ',non-directive
'@return the default value of the named preference\n',non-directive
' Returns the default value for the double-valued preference\n with the given name.\n Returns the default-default value (<code>0.0</code>) if there\n is no default preference with the given name, or if the default \n value cannot be treated as a double.\n\n @param name the name of the preference\n @return the default value of the named preference\n',non-directive
' Returns the default value for the double-valued preference\n with the given name.\n ',non-directive
'Returns the default-default value (<code>0.0</code>) if there\n is no default preference with the given name, or if the default \n value cannot be treated as a double.\n\n ',directive
'@param name the name of the preference\n ',non-directive
'@return the default value of the named preference\n',non-directive
' Returns the default value for the float-valued preference\n with the given name.\n Returns the default-default value (<code>0.0f</code>) if there\n is no default preference with the given name, or if the default \n value cannot be treated as a float.\n\n @param name the name of the preference\n @return the default value of the named preference\n',non-directive
' Returns the default value for the float-valued preference\n with the given name.\n ',non-directive
'Returns the default-default value (<code>0.0f</code>) if there\n is no default preference with the given name, or if the default \n value cannot be treated as a float.\n\n ',directive
'@param name the name of the preference\n ',non-directive
'@return the default value of the named preference\n',non-directive
' Returns the default value for the integer-valued preference\n with the given name.\n Returns the default-default value (<code>0</code>) if there\n is no default preference with the given name, or if the default \n value cannot be treated as an integer.\n\n @param name the name of the preference\n @return the default value of the named preference\n',non-directive
' Returns the default value for the integer-valued preference\n with the given name.\n ',non-directive
'Returns the default-default value (<code>0</code>) if there\n is no default preference with the given name, or if the default \n value cannot be treated as an integer.\n\n ',directive
'@param name the name of the preference\n ',non-directive
'@return the default value of the named preference\n',non-directive
' Returns the default value for the long-valued preference\n with the given name.\n Returns the default-default value (<code>0L</code>) if there\n is no default preference with the given name, or if the default \n value cannot be treated as a long.\n\n @param name the name of the preference\n @return the default value of the named preference\n',non-directive
' Returns the default value for the long-valued preference\n with the given name.\n ',non-directive
'Returns the default-default value (<code>0L</code>) if there\n is no default preference with the given name, or if the default \n value cannot be treated as a long.\n\n ',directive
'@param name the name of the preference\n ',non-directive
'@return the default value of the named preference\n',non-directive
' Returns the default value for the string-valued preference\n with the given name.\n Returns the default-default value (the empty string <code>\"\"</code>) \n is no default preference with the given name, or if the default \n value cannot be treated as a string.\n\n @param name the name of the preference\n @return the default value of the named preference\n',non-directive
' Returns the default value for the string-valued preference\n with the given name.\n ',non-directive
'Returns the default-default value (the empty string <code>\"\"</code>) \n is no default preference with the given name, or if the default \n value cannot be treated as a string.\n\n ',directive
'@param name the name of the preference\n ',non-directive
'@return the default value of the named preference\n',non-directive
' Returns the current value of the double-valued preference with the\n given name.\n Returns the default-default value (<code>0.0</code>) if there\n is no preference with the given name, or if the current value \n cannot be treated as a double.\n\n @param name the name of the preference\n @return the double-valued preference\n',non-directive
' Returns the current value of the double-valued preference with the\n given name.\n ',non-directive
'Returns the default-default value (<code>0.0</code>) if there\n is no preference with the given name, or if the current value \n cannot be treated as a double.\n\n ',directive
'@param name the name of the preference\n ',non-directive
'@return the double-valued preference\n',non-directive
' Returns the current value of the float-valued preference with the\n given name.\n Returns the default-default value (<code>0.0f</code>) if there\n is no preference with the given name, or if the current value \n cannot be treated as a float.\n\n @param name the name of the preference\n @return the float-valued preference\n',non-directive
' Returns the current value of the float-valued preference with the\n given name.\n ',non-directive
'Returns the default-default value (<code>0.0f</code>) if there\n is no preference with the given name, or if the current value \n cannot be treated as a float.\n\n ',directive
'@param name the name of the preference\n ',non-directive
'@return the float-valued preference\n',non-directive
' Returns the current value of the integer-valued preference with the\n given name.\n Returns the default-default value (<code>0</code>) if there\n is no preference with the given name, or if the current value \n cannot be treated as an integter.\n\n @param name the name of the preference\n @return the int-valued preference\n',non-directive
' Returns the current value of the integer-valued preference with the\n given name.\n ',non-directive
'Returns the default-default value (<code>0</code>) if there\n is no preference with the given name, or if the current value \n cannot be treated as an integter.\n\n ',directive
'@param name the name of the preference\n ',non-directive
'@return the int-valued preference\n',non-directive
' Returns the current value of the long-valued preference with the\n given name.\n Returns the default-default value (<code>0L</code>) if there\n is no preference with the given name, or if the current value \n cannot be treated as a long.\n\n @param name the name of the preference\n @return the long-valued preference\n',non-directive
' Returns the current value of the long-valued preference with the\n given name.\n ',non-directive
'Returns the default-default value (<code>0L</code>) if there\n is no preference with the given name, or if the current value \n cannot be treated as a long.\n\n ',directive
'@param name the name of the preference\n ',non-directive
'@return the long-valued preference\n',non-directive
' Returns the current value of the string-valued preference with the\n given name.\n Returns the default-default value (the empty string <code>\"\"</code>)\n if there is no preference with the given name, or if the current value \n cannot be treated as a string.\n\n @param name the name of the preference\n @return the string-valued preference\n',non-directive
' Returns the current value of the string-valued preference with the\n given name.\n ',non-directive
'Returns the default-default value (the empty string <code>\"\"</code>)\n if there is no preference with the given name, or if the current value \n cannot be treated as a string.\n\n ',directive
'@param name the name of the preference\n ',non-directive
'@return the string-valued preference\n',non-directive
' Returns whether the current value of the preference with the given name\n has the default value.\n\n @param name the name of the preference\n @return <code>true</code> if the preference has a known default value\n and its current value is the same, and <code>false</code> otherwise\n (including the case where the preference is unknown to this store)\n',non-directive
' Returns whether the current value of the preference with the given name\n has the default value.\n\n ',non-directive
'@param name the name of the preference\n ',non-directive
'@return <code>true</code> if the preference has a known default value\n and its current value is the same, and <code>false</code> otherwise\n (including the case where the preference is unknown to this store)\n',non-directive
' Returns whether the current values in this property store\n require saving.\n\n @return <code>true</code> if at least one of values of \n  the preferences known to this store has changed and \n  requires saving, and <code>false</code> otherwise.\n',directive
' Returns whether the current values in this property store\n require saving.\n\n ',non-directive
'@return <code>true</code> if at least one of values of \n  the preferences known to this store has changed and \n  requires saving, and <code>false</code> otherwise.\n',non-directive
' Sets the current value of the preference with the given name to\n the given string value without sending a property change.\n <p>\n This method does not fire a property change event and \n should only be used for setting internal preferences \n that are not meant to be processed by listeners.\n Normal clients should instead call #setValue.\n </p>\n\n @param name the name of the preference\n @param value the new current value of the preference\n',directive
' Sets the current value of the preference with the given name to\n the given string value without sending a property change.\n ',non-directive
'<p>\n This method does not fire a property change event and \n should only be used for setting internal preferences \n that are not meant to be processed by listeners.\n ',directive
'Normal clients should instead call #setValue.\n ',directive
'</p>\n\n ',non-directive
'@param name the name of the preference\n ',non-directive
'@param value the new current value of the preference\n',non-directive
' Removes the given listener from this preference store.\n Has no affect if the listener is not registered.\n\n @param listener a property change listener\n',non-directive
' Removes the given listener from this preference store.\n ',non-directive
'Has no affect if the listener is not registered.\n\n ',directive
'@param listener a property change listener\n',non-directive
' Sets the default value for the double-valued preference with the\n given name. \n <p>\n Note that the current value of the preference is affected if\n the preference\'s current value was its old default value, in which\n case it changes to the new default value. If the preference\'s current\n is different from its old default value, its current value is\n unaffected. No property change events are reported by changing default\n values.\n </p>\n\n @param name the name of the preference\n @param value the new default value for the preference\n',directive
' Sets the default value for the double-valued preference with the\n given name. \n ',non-directive
'<p>\n Note that the current value of the preference is affected if\n the preference\'s current value was its old default value, in which\n case it changes to the new default value. ',directive
'If the preference\'s current\n is different from its old default value, its current value is\n unaffected. ',directive
'No property change events are reported by changing default\n values.\n ',directive
'</p>\n\n ',non-directive
'@param name the name of the preference\n ',non-directive
'@param value the new default value for the preference\n',non-directive
' Sets the default value for the float-valued preference with the\n given name. \n <p>\n Note that the current value of the preference is affected if\n the preference\'s current value was its old default value, in which\n case it changes to the new default value. If the preference\'s current\n is different from its old default value, its current value is\n unaffected. No property change events are reported by changing default\n values.\n </p>\n\n @param name the name of the preference\n @param value the new default value for the preference\n',directive
' Sets the default value for the float-valued preference with the\n given name. \n ',non-directive
'<p>\n Note that the current value of the preference is affected if\n the preference\'s current value was its old default value, in which\n case it changes to the new default value. ',directive
'If the preference\'s current\n is different from its old default value, its current value is\n unaffected. ',directive
'No property change events are reported by changing default\n values.\n ',directive
'</p>\n\n ',non-directive
'@param name the name of the preference\n ',non-directive
'@param value the new default value for the preference\n',non-directive
' Sets the default value for the integer-valued preference with the\n given name. \n <p>\n Note that the current value of the preference is affected if\n the preference\'s current value was its old default value, in which\n case it changes to the new default value. If the preference\'s current\n is different from its old default value, its current value is\n unaffected. No property change events are reported by changing default\n values.\n </p>\n\n @param name the name of the preference\n @param value the new default value for the preference\n',directive
' Sets the default value for the integer-valued preference with the\n given name. \n ',non-directive
'<p>\n Note that the current value of the preference is affected if\n the preference\'s current value was its old default value, in which\n case it changes to the new default value. ',directive
'If the preference\'s current\n is different from its old default value, its current value is\n unaffected. ',directive
'No property change events are reported by changing default\n values.\n ',directive
'</p>\n\n ',non-directive
'@param name the name of the preference\n ',non-directive
'@param value the new default value for the preference\n',non-directive
' Sets the default value for the long-valued preference with the\n given name. \n <p>\n Note that the current value of the preference is affected if\n the preference\'s current value was its old default value, in which\n case it changes to the new default value. If the preference\'s current\n is different from its old default value, its current value is\n unaffected. No property change events are reported by changing default\n values.\n </p>\n\n @param name the name of the preference\n @param value the new default value for the preference\n',directive
' Sets the default value for the long-valued preference with the\n given name. \n ',non-directive
'<p>\n Note that the current value of the preference is affected if\n the preference\'s current value was its old default value, in which\n case it changes to the new default value. ',directive
'If the preference\'s current\n is different from its old default value, its current value is\n unaffected. ',directive
'No property change events are reported by changing default\n values.\n ',directive
'</p>\n\n ',non-directive
'@param name the name of the preference\n ',non-directive
'@param value the new default value for the preference\n',non-directive
' Sets the default value for the string-valued preference with the\n given name. \n <p>\n Note that the current value of the preference is affected if\n the preference\'s current value was its old default value, in which\n case it changes to the new default value. If the preference\'s current\n is different from its old default value, its current value is\n unaffected. No property change events are reported by changing default\n values.\n </p>\n\n @param name the name of the preference\n @param defaultObject the new default value for the preference\n',directive
' Sets the default value for the string-valued preference with the\n given name. \n ',non-directive
'<p>\n Note that the current value of the preference is affected if\n the preference\'s current value was its old default value, in which\n case it changes to the new default value. ',directive
'If the preference\'s current\n is different from its old default value, its current value is\n unaffected. ',directive
'No property change events are reported by changing default\n values.\n ',directive
'</p>\n\n ',non-directive
'@param name the name of the preference\n ',non-directive
'@param defaultObject the new default value for the preference\n',non-directive
' Sets the default value for the boolean-valued preference with the\n given name. \n <p>\n Note that the current value of the preference is affected if\n the preference\'s current value was its old default value, in which\n case it changes to the new default value. If the preference\'s current\n is different from its old default value, its current value is\n unaffected. No property change events are reported by changing default\n values.\n </p>\n\n @param name the name of the preference\n @param value the new default value for the preference\n',directive
' Sets the default value for the boolean-valued preference with the\n given name. \n ',non-directive
'<p>\n Note that the current value of the preference is affected if\n the preference\'s current value was its old default value, in which\n case it changes to the new default value. ',directive
'If the preference\'s current\n is different from its old default value, its current value is\n unaffected. ',directive
'No property change events are reported by changing default\n values.\n ',directive
'</p>\n\n ',non-directive
'@param name the name of the preference\n ',non-directive
'@param value the new default value for the preference\n',non-directive
' Sets the current value of the preference with the given name back\n to its default value.\n <p>\n Note that the preferred way of re-initializing a preference to the\n appropriate default value is to call <code>setToDefault</code>.\n This is implemented by removing the named value from the store, \n thereby exposing the default value.\n </p>\n\n @param name the name of the preference\n',directive
' Sets the current value of the preference with the given name back\n to its default value.\n ',non-directive
'<p>\n Note that the preferred way of re-initializing a preference to the\n appropriate default value is to call <code>setToDefault</code>.\n ',directive
'This is implemented by removing the named value from the store, \n thereby exposing the default value.\n ',directive
'</p>\n\n ',non-directive
'@param name the name of the preference\n',non-directive
' Sets the current value of the double-valued preference with the\n given name.\n <p>\n A property change event is reported if the current value of the \n preference actually changes from its previous value. In the event\n object, the property name is the name of the preference, and the\n old and new values are wrapped as objects.\n </p>\n <p>\n Note that the preferred way of re-initializing a preference to its\n default value is to call <code>setToDefault</code>.\n </p>\n\n @param name the name of the preference\n @param value the new current value of the preference\n',directive
' Sets the current value of the double-valued preference with the\n given name.\n ',non-directive
'<p>\n A property change event is reported if the current value of the \n preference actually changes from its previous value. ',directive
'In the event\n object, the property name is the name of the preference, and the\n old and new values are wrapped as objects.\n ',directive
'</p>\n <p>\n Note that the preferred way of re-initializing a preference to its\n default value is to call <code>setToDefault</code>.\n ',directive
'</p>\n\n ',non-directive
'@param name the name of the preference\n ',non-directive
'@param value the new current value of the preference\n',non-directive
' Sets the current value of the float-valued preference with the\n given name.\n <p>\n A property change event is reported if the current value of the \n preference actually changes from its previous value. In the event\n object, the property name is the name of the preference, and the\n old and new values are wrapped as objects.\n </p>\n <p>\n Note that the preferred way of re-initializing a preference to its\n default value is to call <code>setToDefault</code>.\n </p>\n\n @param name the name of the preference\n @param value the new current value of the preference\n',directive
' Sets the current value of the float-valued preference with the\n given name.\n ',non-directive
'<p>\n A property change event is reported if the current value of the \n preference actually changes from its previous value. ',directive
'In the event\n object, the property name is the name of the preference, and the\n old and new values are wrapped as objects.\n ',directive
