@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)'

@attribute text STRING
@attribute __directive_class__ {directive,non-directive}

@data
' Callback to signal this content assistant that the presentation of the possible completions has been stopped.  ',directive
'@since _ClassPathElement_ ',non-directive
?,non-directive
?,non-directive
' Callback to signal this content assistant that the presentation of the context information has been stopped.  @since _ClassPathElement_ ',directive
' Callback to signal this content assistant that the presentation of the context information has been stopped.  ',directive
'@since _ClassPathElement_ ',non-directive
?,non-directive
?,non-directive
' @param _ClassElement_ the completion position ',non-directive
?,non-directive
'@param _ClassElement_ the completion position ',non-directive
' @return the completion position ',non-directive
?,non-directive
'@return the completion position ',non-directive
' @param proposals the proposals ',non-directive
?,non-directive
'@param proposals the proposals ',non-directive
' @param proposals the proposals ',non-directive
?,non-directive
'@param proposals the proposals ',non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
' Returns whether any popups controlled by the receiver have the input focus.   @return <code>true</code> if any of the managed popups have the focus, <code>false</code> otherwise ',non-directive
' Returns whether any popups controlled by the receiver have the input focus.   ',non-directive
'@return <code>true</code> if any of the managed popups have the focus, <code>false</code> otherwise ',non-directive
?,non-directive
?,non-directive
' @param proposal the proposal ',non-directive
?,non-directive
'@param proposal the proposal ',non-directive
' @param listener the proposal listener ',non-directive
?,non-directive
'@param listener the proposal listener ',non-directive
' @param listener the proposal listener ',non-directive
?,non-directive
'@param listener the proposal listener ',non-directive
' Creates a new content assistant. The content assistant is not automatically activated,  overlays the completion proposals with context information list if necessary, and  shows the context information above the location at which it was activated. If auto  activation will be enabled, without further configuration steps, this content assistant  is activated after a 500 ms delay. It uses the default partitioning. ',directive
' Creates a new content assistant. ',non-directive
'The content assistant is not automatically activated,  overlays the completion proposals with context information list if necessary, and  shows the context information above the location at which it was activated. ',directive
'If auto  activation will be enabled, without further configuration steps, this content assistant  is activated after a 500 ms delay. ',directive
'It uses the default partitioning. ',directive
' The popup priority: &gt; info pop-ups, &lt; standard content assist.  Default value: <code>10</code>.   @since _ClassPathElement_ ',non-directive
' The popup priority: &gt; info pop-ups, &lt; standard content assist.  ',directive
'Default value: <code>10</code>.   ',non-directive
'@since _ClassPathElement_ ',non-directive
' Provides a set of convenience methods for creating HTML pages.  <p>  Moved into this package from <code>_ClassPathElement_</code>.</p> ',non-directive
' Provides a set of convenience methods for creating HTML pages.  ',non-directive
'<p>  Moved into this package from <code>_ClassPathElement_</code>.</p> ',non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
' Replaces the following style attributes of the font definition of the <code>html</code>  element:  <ul>  <li>font-size</li>  <li>font-weight</li>  <li>font-style</li>  <li>font-family</li>  </ul>  The font\'s name is used as font family, a <code>sans-serif</code> default font family is  appended for the case that the given font name is not available.  <p>  If the listed font attributes are not contained in the passed style list, nothing happens.  </p>   @param styles CSS style definitions  @param _ClassElement_ the font information to use  @return the modified style definitions  @since _ClassPathElement_ ',non-directive
' Replaces the following style attributes of the font definition of the <code>html</code>  element:  <ul>  ',non-directive
'<li>font-size</li>  ',non-directive
'<li>font-weight</li>  ',non-directive
'<li>font-style</li>  ',non-directive
'<li>font-family</li>  </ul>  ',non-directive
'The font\'s name is used as font family, a <code>sans-serif</code> default font family is  appended for the case that the given font name is not available.  ',directive
'<p>  If the listed font attributes are not contained in the passed style list, nothing happens.  ',directive
'</p>   ',non-directive
'@param styles CSS style definitions  ',non-directive
'@param _ClassElement_ the font information to use  ',non-directive
'@return the modified style definitions  ',non-directive
'@since _ClassPathElement_ ',non-directive
' Provides input for a {@link _ClassElement_}.   @since _ClassPathElement_ ',non-directive
' Provides input for a {',non-directive
'@link _ClassElement_}.   ',non-directive
'@since _ClassPathElement_ ',non-directive
' Returns the leading image width.   @return the size of the leading image, by default <code>0</code> is returned  @since _ClassPathElement_ ',non-directive
' Returns the leading image width.   ',non-directive
'@return the size of the leading image, by default <code>0</code> is returned  ',non-directive
'@since _ClassPathElement_ ',non-directive
' @return the HTML contents ',non-directive
?,non-directive
'@return the HTML contents ',non-directive
' Returns the HTML from {@link #_ClassElement_()}.  This is a fallback mode for platforms where the {@link _ClassElement_}  is not available and this input is passed to a {@link _ClassElement_}.   @return {@link #_ClassElement_()} ',non-directive
' Returns the HTML from {',non-directive
'@link #_ClassElement_()}.  ',non-directive
'This is a fallback mode for platforms where the {',directive
'@link _ClassElement_}  is not available and this input is passed to a {',directive
'@link _ClassElement_}.   ',directive
'@return {',non-directive
'@link #_ClassElement_()} ',non-directive
' Creates the next browser input with the given input as previous one.   @param previous the previous input or <code>null</code> if none ',non-directive
' Creates the next browser input with the given input as previous one.   ',non-directive
'@param previous the previous input or <code>null</code> if none ',directive
' <p>  Moved into this package from <code>_ClassPathElement_</code>.</p> ',non-directive
' <p>  Moved into this package from <code>_ClassPathElement_</code>.</p> ',non-directive
' @see Reader#read() ',non-directive
?,non-directive
'@see Reader#read() ',non-directive
' @see Reader#read(char[],int,int) ',non-directive
?,non-directive
'@see Reader#read(char[],int,int) ',non-directive
' @see Reader#ready() ',non-directive
?,non-directive
'@see Reader#ready() ',non-directive
' Returns the readable content as string.  @return the readable content as string  @exception IOException in case reading fails ',non-directive
' Returns the readable content as string.  ',non-directive
'@return the readable content as string  ',non-directive
'@exception IOException in case reading fails ',non-directive
?,non-directive
?,non-directive
' Tells whether the SWT Browser widget and hence this information  control is available.   @param parent the parent component used for checking or <code>null</code> if none  @return <code>true</code> if this control is available ',non-directive
' Tells whether the SWT Browser widget and hence this information  control is available.   ',non-directive
'@param parent the parent component used for checking or <code>null</code> if none  ',directive
'@return <code>true</code> if this control is available ',non-directive
?,non-directive
?,non-directive
' {@_ClassElement_}  @deprecated use {@link #_ClassElement_(Object)} ',directive
' {@_ClassElement_}  ',non-directive
'@deprecated use {',directive
'@link #_ClassElement_(Object)} ',directive
' {@_ClassElement_} This control can handle {@link String} and  {@link _ClassElement_}. ',directive
' {@_ClassElement_} This control can handle {',non-directive
'@link String} and  {',non-directive
'@link _ClassElement_}. ',non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
' Adds the listener to the collection of listeners who will be  notified when the current location has changed or is about to change.   @param listener the location listener  @since _ClassPathElement_ ',non-directive
' Adds the listener to the collection of listeners who will be  notified when the current location has changed or is about to change.   ',non-directive
'@param listener the location listener  ',non-directive
'@since _ClassPathElement_ ',non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
' Adds a listener for input changes to this input change provider.  Has no effect if an identical listener is already registered.   @param _ClassElement_ the listener to add  @since _ClassPathElement_ ',non-directive
' Adds a listener for input changes to this input change provider.  ',non-directive
'Has no effect if an identical listener is already registered.   ',directive
'@param _ClassElement_ the listener to add  ',non-directive
'@since _ClassPathElement_ ',non-directive
' Removes the given input change listener from this input change provider.  Has no effect if an identical listener is not registered.   @param _ClassElement_ the listener to remove  @since _ClassPathElement_ ',non-directive
' Removes the given input change listener from this input change provider.  ',non-directive
'Has no effect if an identical listener is not registered.   ',directive
'@param _ClassElement_ the listener to remove  ',non-directive
'@since _ClassPathElement_ ',non-directive
' Defines a functor interface implemented by classes that transform one  object into another.  <p>  A <code>Transformer</code> converts the input object to the output object.  The input object should be left unchanged.  Transformers are typically used for type conversions, or extracting data  from an object.  <p>  Standard implementations of common transformers are provided by  {@link _ClassElement_}. These include method invokation, returning a constant,  cloning and returning the string value.   @param <I> the input type to the transformer  @param <O> the output type from the transformer   @since Commons Collections _ClassPathElement_  @version $Revision: 814997 $ $Date: 2009-09-15 07:29:56 +0200 (Tue, 15 Sep 2009) $   @author James Strachan  @author Stephen Colebourne ',directive
' Defines a functor interface implemented by classes that transform one  object into another.  ',non-directive
'<p>  A <code>Transformer</code> converts the input object to the output object.  ',non-directive
'The input object should be left unchanged.  ',directive
'Transformers are typically used for type conversions, or extracting data  from an object.  ',non-directive
'<p>  Standard implementations of common transformers are provided by  {',non-directive
'@link _ClassElement_}. ',non-directive
'These include method invokation, returning a constant,  cloning and returning the string value.   ',directive
'@param <I> the input type to the transformer  ',non-directive
'@param <O> the output type from the transformer   ',non-directive
'@since Commons Collections _ClassPathElement_  ',non-directive
'@version $Revision: 814997 $ $Date: 2009-09-15 07:29:56 +0200 (Tue, 15 Sep 2009) $   ',non-directive
'@author James Strachan  ',non-directive
'@author Stephen Colebourne ',non-directive
' <code>_ClassElement_</code> provides reference implementations and utilities  for the Closure functor interface. The supplied closures are:  <ul>  <li>Invoker - invokes a method on the input object  <li>For - repeatedly calls a closure for a fixed number of times  <li>While - repeatedly calls a closure while a predicate is true  <li>_ClassElement_ - repeatedly calls a closure while a predicate is true  <li>Chained - chains two or more closures together  <li>Switch - calls one closure based on one or more predicates  <li>_ClassElement_ - calls one closure looked up from a Map  <li>Transformer - wraps a Transformer as a Closure  <li>NOP - does nothing  <li>Exception - always throws an exception  </ul>  All the supplied closures are Serializable.   @since Commons Collections _ClassPathElement_  @version $Revision: 815034 $ $Date: 2009-09-15 07:54:39 +0200 (Tue, 15 Sep 2009) $   @author Stephen Colebourne  @author Matt Benson ',directive
' <code>_ClassElement_</code> provides reference implementations and utilities  for the Closure functor interface. ',non-directive
'The supplied closures are:  <ul>  ',non-directive
'<li>Invoker - invokes a method on the input object  ',directive
'<li>For - repeatedly calls a closure for a fixed number of times  ',directive
'<li>While - repeatedly calls a closure while a predicate is true  ',directive
'<li>_ClassElement_ - repeatedly calls a closure while a predicate is true  ',directive
'<li>Chained - chains two or more closures together  ',non-directive
'<li>Switch - calls one closure based on one or more predicates  ',directive
'<li>_ClassElement_ - calls one closure looked up from a Map  ',directive
'<li>Transformer - wraps a Transformer as a Closure  ',non-directive
'<li>NOP - does nothing  ',non-directive
'<li>Exception - always throws an exception  </ul>  ',non-directive
'All the supplied closures are Serializable.   ',non-directive
'@since Commons Collections _ClassPathElement_  ',non-directive
'@version $Revision: 815034 $ $Date: 2009-09-15 07:54:39 +0200 (Tue, 15 Sep 2009) $   ',non-directive
'@author Stephen Colebourne  ',non-directive
'@author Matt Benson ',non-directive
' Gets a Closure that always throws an exception.  This could be useful during testing as a placeholder.   @see _ClassPathElement_    @return the closure ',non-directive
' Gets a Closure that always throws an exception.  ',non-directive
'This could be useful during testing as a placeholder.   ',non-directive
'@see _ClassPathElement_    ',non-directive
'@return the closure ',non-directive
' Gets a Closure that will do nothing.  This could be useful during testing as a placeholder.   @see _ClassPathElement_    @return the closure ',non-directive
' Gets a Closure that will do nothing.  ',non-directive
'This could be useful during testing as a placeholder.   ',non-directive
'@see _ClassPathElement_    ',non-directive
'@return the closure ',non-directive
' Creates a Closure that will call the closure <code>count</code> times.  <p>  A null closure or zero count returns the <code>NOPClosure</code>.   @see _ClassPathElement_    @param count  the number of times to loop  @param closure  the closure to call repeatedly  @return the <code>for</code> closure ',directive
' Creates a Closure that will call the closure <code>count</code> times.  ',directive
'<p>  A null closure or zero count returns the <code>NOPClosure</code>.   ',non-directive
'@see _ClassPathElement_    ',non-directive
'@param count  the number of times to loop  ',non-directive
'@param closure  the closure to call repeatedly  ',directive
'@return the <code>for</code> closure ',non-directive
' Creates a Closure that will call the closure repeatedly until the   predicate returns false.   @see _ClassPathElement_    @param predicate  the predicate to use as an end of loop test, not null  @param closure  the closure to call repeatedly, not null  @return the <code>while</code> closure  @throws _ClassElement_ if either argument is null ',directive
' Creates a Closure that will call the closure repeatedly until the   predicate returns false.   ',directive
'@see _ClassPathElement_    ',non-directive
'@param predicate  the predicate to use as an end of loop test, not null  ',non-directive
'@param closure  the closure to call repeatedly, not null  ',directive
'@return the <code>while</code> closure  ',non-directive
'@throws _ClassElement_ if either argument is null ',non-directive
' Creates a Closure that will invoke a specific method on the closure\'s  input object by reflection.   @see _ClassPathElement_  @see _ClassPathElement_    @param _ClassElement_  the name of the method  @return the <code>invoker</code> closure  @throws _ClassElement_ if the method name is null ',directive
' Creates a Closure that will invoke a specific method on the closure\'s  input object by reflection.   ',directive
'@see _ClassPathElement_  ',directive
'@see _ClassPathElement_    ',non-directive
'@param _ClassElement_  the name of the method  ',non-directive
'@return the <code>invoker</code> closure  ',directive
'@throws _ClassElement_ if the method name is null ',non-directive
' Creates a Closure that will invoke a specific method on the closure\'s  input object by reflection.   @see _ClassPathElement_  @see _ClassPathElement_    @param _ClassElement_  the name of the method  @param _ClassElement_  the parameter types  @param args  the arguments  @return the <code>invoker</code> closure  @throws _ClassElement_ if the method name is null  @throws _ClassElement_ if the _ClassElement_ and args don\'t match ',directive
' Creates a Closure that will invoke a specific method on the closure\'s  input object by reflection.   ',directive
'@see _ClassPathElement_  ',directive
'@see _ClassPathElement_    ',non-directive
'@param _ClassElement_  the name of the method  ',non-directive
'@param _ClassElement_  the parameter types  ',non-directive
'@param args  the arguments  ',non-directive
'@return the <code>invoker</code> closure  ',directive
'@throws _ClassElement_ if the method name is null  ',non-directive
'@throws _ClassElement_ if the _ClassElement_ and args don\'t match ',non-directive
' Create a new Closure that calls two Closures, passing the result of  the first into the second.    @see _ClassPathElement_    @param closure1  the first closure  @param closure2  the second closure  @return the <code>chained</code> closure  @throws _ClassElement_ if either closure is null ',directive
' Create a new Closure that calls two Closures, passing the result of  the first into the second.   ',directive
?,non-directive
'@see _ClassPathElement_    ',non-directive
'@param closure1  the first closure  ',non-directive
'@param closure2  the second closure  ',non-directive
'@return the <code>chained</code> closure  ',non-directive
'@throws _ClassElement_ if either closure is null ',non-directive
' Create a new Closure that calls each closure in turn, passing the   result into the next closure.    @see _ClassPathElement_    @param closures  an array of closures to chain  @return the <code>chained</code> closure  @throws _ClassElement_ if the closures array is null  @throws _ClassElement_ if any closure in the array is null ',directive
' Create a new Closure that calls each closure in turn, passing the   result into the next closure.   ',directive
?,non-directive
'@see _ClassPathElement_    ',non-directive
'@param closures  an array of closures to chain  ',non-directive
'@return the <code>chained</code> closure  ',non-directive
'@throws _ClassElement_ if the closures array is null  ',non-directive
'@throws _ClassElement_ if any closure in the array is null ',non-directive
' Create a new Closure that calls each closure in turn, passing the   result into the next closure. The ordering is that of the iterator()  method on the collection.    @see _ClassPathElement_    @param closures  a collection of closures to chain  @return the <code>chained</code> closure  @throws _ClassElement_ if the closures collection is null  @throws _ClassElement_ if the closures collection is empty  @throws _ClassElement_ if any closure in the collection is null ',directive
' Create a new Closure that calls each closure in turn, passing the   result into the next closure. ',directive
'The ordering is that of the iterator()  method on the collection.   ',non-directive
?,non-directive
'@see _ClassPathElement_    ',non-directive
'@param closures  a collection of closures to chain  ',non-directive
'@return the <code>chained</code> closure  ',non-directive
'@throws _ClassElement_ if the closures collection is null  ',non-directive
'@throws _ClassElement_ if the closures collection is empty  ',non-directive
'@throws _ClassElement_ if any closure in the collection is null ',non-directive
' Create a new Closure that calls another closure based on the  result of the specified predicate.    @see _ClassPathElement_    @param predicate  the validating predicate  @param _ClassElement_  the closure called if the predicate is true  @return the <code>if</code> closure  @throws _ClassElement_ if the predicate is null  @throws _ClassElement_ if the closure is null  @since Commons Collections _ClassPathElement_ ',directive
' Create a new Closure that calls another closure based on the  result of the specified predicate.   ',directive
?,non-directive
'@see _ClassPathElement_    ',non-directive
'@param predicate  the validating predicate  ',non-directive
'@param _ClassElement_  the closure called if the predicate is true  ',directive
'@return the <code>if</code> closure  ',non-directive
'@throws _ClassElement_ if the predicate is null  ',non-directive
'@throws _ClassElement_ if the closure is null  ',non-directive
'@since Commons Collections _ClassPathElement_ ',non-directive
' Create a new Closure that calls one of two closures depending   on the specified predicate.    @see _ClassPathElement_    @param predicate  the predicate to switch on  @param _ClassElement_  the closure called if the predicate is true  @param _ClassElement_  the closure called if the predicate is false  @return the <code>switch</code> closure  @throws _ClassElement_ if the predicate is null  @throws _ClassElement_ if either closure is null ',directive
' Create a new Closure that calls one of two closures depending   on the specified predicate.   ',directive
?,non-directive
'@see _ClassPathElement_    ',non-directive
'@param predicate  the predicate to switch on  ',non-directive
'@param _ClassElement_  the closure called if the predicate is true  ',directive
'@param _ClassElement_  the closure called if the predicate is false  ',directive
'@return the <code>switch</code> closure  ',non-directive
'@throws _ClassElement_ if the predicate is null  ',non-directive
'@throws _ClassElement_ if either closure is null ',non-directive
' Create a new Closure that calls one of the closures depending   on the predicates.  <p>  The closure at array location 0 is called if the predicate at array   location 0 returned true. Each predicate is evaluated  until one returns true.    @see _ClassPathElement_    @param predicates  an array of predicates to check, not null  @param closures  an array of closures to call, not null  @return the <code>switch</code> closure  @throws _ClassElement_ if the either array is null  @throws _ClassElement_ if any element in the arrays is null  @throws _ClassElement_ if the arrays are different sizes ',directive
' Create a new Closure that calls one of the closures depending   on the predicates.  ',directive
'<p>  The closure at array location 0 is called if the predicate at array   location 0 returned true. ',directive
'Each predicate is evaluated  until one returns true.   ',non-directive
?,non-directive
'@see _ClassPathElement_    ',non-directive
'@param predicates  an array of predicates to check, not null  ',non-directive
'@param closures  an array of closures to call, not null  ',directive
'@return the <code>switch</code> closure  ',non-directive
'@throws _ClassElement_ if the either array is null  ',non-directive
'@throws _ClassElement_ if any element in the arrays is null  ',non-directive
'@throws _ClassElement_ if the arrays are different sizes ',non-directive
' Create a new Closure that calls one of the closures depending   on the predicates.  <p>  The closure at array location 0 is called if the predicate at array  location 0 returned true. Each predicate is evaluated  until one returns true. If no predicates evaluate to true, the default  closure is called.    @see _ClassPathElement_    @param predicates  an array of predicates to check, not null  @param closures  an array of closures to call, not null  @param _ClassElement_  the default to call if no predicate matches  @return the <code>switch</code> closure  @throws _ClassElement_ if the either array is null  @throws _ClassElement_ if any element in the arrays is null  @throws _ClassElement_ if the arrays are different sizes ',directive
' Create a new Closure that calls one of the closures depending   on the predicates.  ',directive
'<p>  The closure at array location 0 is called if the predicate at array  location 0 returned true. ',directive
'Each predicate is evaluated  until one returns true. ',non-directive
'If no predicates evaluate to true, the default  closure is called.   ',directive
?,non-directive
'@see _ClassPathElement_    ',non-directive
'@param predicates  an array of predicates to check, not null  ',non-directive
'@param closures  an array of closures to call, not null  ',directive
'@param _ClassElement_  the default to call if no predicate matches  ',directive
'@return the <code>switch</code> closure  ',non-directive
'@throws _ClassElement_ if the either array is null  ',non-directive
'@throws _ClassElement_ if any element in the arrays is null  ',non-directive
'@throws _ClassElement_ if the arrays are different sizes ',non-directive
' Create a new Closure that calls one of the closures depending   on the predicates.   <p>  The Map consists of Predicate keys and Closure values. A closure   is called if its matching predicate returns true. Each predicate is evaluated  until one returns true. If no predicates evaluate to true, the default  closure is called. The default closure is set in the map with a   null key. The ordering is that of the iterator() method on the entryset   collection of the map.    @see _ClassPathElement_    @param _ClassElement_  a map of predicates to closures  @return the <code>switch</code> closure  @throws _ClassElement_ if the map is null  @throws _ClassElement_ if the map is empty  @throws _ClassElement_ if any closure in the map is null  @throws _ClassElement_  if the map elements are of the wrong type ',directive
' Create a new Closure that calls one of the closures depending   on the predicates.   ',directive
'<p>  The Map consists of Predicate keys and Closure values. ',non-directive
'A closure   is called if its matching predicate returns true. ',directive
'Each predicate is evaluated  until one returns true. ',non-directive
'If no predicates evaluate to true, the default  closure is called. ',directive
'The default closure is set in the map with a   null key. ',non-directive
'The ordering is that of the iterator() method on the entryset   collection of the map.   ',non-directive
?,non-directive
'@see _ClassPathElement_    ',non-directive
'@param _ClassElement_  a map of predicates to closures  ',non-directive
'@return the <code>switch</code> closure  ',non-directive
'@throws _ClassElement_ if the map is null  ',non-directive
'@throws _ClassElement_ if the map is empty  ',non-directive
'@throws _ClassElement_ if any closure in the map is null  ',non-directive
'@throws _ClassElement_  if the map elements are of the wrong type ',non-directive
' Create a new Closure that uses the input object as a key to find the  closure to call.   <p>  The Map consists of object keys and Closure values. A closure   is called if the input object equals the key. If there is no match, the  default closure is called. The default closure is set in the map  using a null key.    @see _ClassPathElement_    @param _ClassElement_  a map of objects to closures  @return the closure  @throws _ClassElement_ if the map is null  @throws _ClassElement_ if the map is empty  @throws _ClassElement_ if any closure in the map is null ',directive
' Create a new Closure that uses the input object as a key to find the  closure to call.   ',directive
'<p>  The Map consists of object keys and Closure values. ',non-directive
'A closure   is called if the input object equals the key. ',directive
'If there is no match, the  default closure is called. ',directive
'The default closure is set in the map  using a null key.   ',non-directive
?,non-directive
'@see _ClassPathElement_    ',non-directive
'@param _ClassElement_  a map of objects to closures  ',non-directive
'@return the closure  ',non-directive
'@throws _ClassElement_ if the map is null  ',non-directive
'@throws _ClassElement_ if the map is empty  ',non-directive
'@throws _ClassElement_ if any closure in the map is null ',non-directive
' This class is not normally instantiated. ',non-directive
' This class is not normally instantiated. ',non-directive
' Get the comparator used for the values in the value-to-key map aspect.  @return Comparator<? super V> ',directive
' Get the comparator used for the values in the value-to-key map aspect.  ',non-directive
'@return Comparator<? super V> ',directive
' Provides utility methods for {@link Enumeration} instances.   @since Commons Collections _ClassPathElement_  @version $Id: _ClassPathElement_ 814997 2009-09-15 05:29:56Z bayard $   @author <a href=\"mailto:ggregory@_ClassPathElement_\">Gary Gregory</a> ',non-directive
' Provides utility methods for {',non-directive
'@link Enumeration} instances.   ',non-directive
'@since Commons Collections _ClassPathElement_  ',non-directive
'@version $Id: _ClassPathElement_ 814997 2009-09-15 05:29:56Z bayard $   ',non-directive
'@author <a href=\"mailto:ggregory@_ClassPathElement_\">Gary Gregory</a> ',non-directive
' _ClassElement_ is not normally instantiated. ',non-directive
' _ClassElement_ is not normally instantiated. ',non-directive
' Provides utility methods and decorators for  {@link Map} and {@link _ClassElement_} instances.  <p>  It contains various type safe methods  as well as other useful features like deep copying.  <p>  It also provides the following decorators:    <ul>   <li>{@link #_ClassElement_(Map)}   <li>{@link #_ClassElement_(_ClassElement_)}   <li>{@link #_ClassElement_(Map,Factory)}   <li>{@link #_ClassElement_(Map,Transformer)}   <li>{@link #_ClassElement_(_ClassElement_,Factory)}   <li>{@link #_ClassElement_(_ClassElement_,Transformer)}   <li>{@link #_ClassElement_(Map,Predicate,Predicate)}   <li>{@link #_ClassElement_(_ClassElement_,Predicate,Predicate)}   <li>{@link #_ClassElement_(Map, Transformer, Transformer)}   <li>{@link #_ClassElement_(_ClassElement_, Transformer, Transformer)}   <li>{@link #_ClassElement_( Map )}   <li>{@link #_ClassElement_( Map, Class )}   <li>{@link #_ClassElement_( Map, Factory )}   </ul>   @since Commons Collections _ClassPathElement_  @version $Revision: 956291 $ $Date: 2010-06-19 22:30:20 +0200 (Sat, 19 Jun 2010) $   @author <a href=\"mailto:jstrachan@_ClassPathElement_\">James Strachan</a>  @author <a href=\"mailto:nissim@_ClassPathElement_\">Nissim Karpenstein</a>  @author <a href=\"mailto:knielsen@_ClassPathElement_\">Kasper Nielsen</a>  @author Paul Jack  @author Stephen Colebourne  @author Matthew Hawthorne  @author Arun Mammen Thomas  @author Janek Bogucki  @author Max Rydahl Andersen  @author <a href=\"mailto:equinus100@_ClassPathElement_\">Ashwin S</a>  @author <a href=\"mailto:jcarman@_ClassPathElement_\">James Carman</a>  @author Neil O\'Toole ',non-directive
' Provides utility methods and decorators for  {',non-directive
'@link Map} and {',non-directive
'@link _ClassElement_} instances.  ',non-directive
'<p>  It contains various type safe methods  as well as other useful features like deep copying.  ',non-directive
'<p>  It also provides the following decorators:    <ul>   ',non-directive
'<li>{',non-directive
'@link #_ClassElement_(Map)}   ',non-directive
'<li>{',non-directive
'@link #_ClassElement_(_ClassElement_)}   ',non-directive
'<li>{',non-directive
'@link #_ClassElement_(Map,Factory)}   ',non-directive
'<li>{',non-directive
'@link #_ClassElement_(Map,Transformer)}   ',non-directive
'<li>{',non-directive
'@link #_ClassElement_(_ClassElement_,Factory)}   ',non-directive
'<li>{',non-directive
'@link #_ClassElement_(_ClassElement_,Transformer)}   ',non-directive
'<li>{',non-directive
'@link #_ClassElement_(Map,Predicate,Predicate)}   ',non-directive
'<li>{',non-directive
'@link #_ClassElement_(_ClassElement_,Predicate,Predicate)}   ',non-directive
'<li>{',non-directive
'@link #_ClassElement_(Map, Transformer, Transformer)}   ',non-directive
'<li>{',non-directive
'@link #_ClassElement_(_ClassElement_, Transformer, Transformer)}   ',non-directive
'<li>{',non-directive
'@link #_ClassElement_( Map )}   ',non-directive
'<li>{',non-directive
'@link #_ClassElement_( Map, Class )}   ',non-directive
'<li>{',non-directive
'@link #_ClassElement_( Map, Factory )}   </ul>   ',non-directive
'@since Commons Collections _ClassPathElement_  ',non-directive
'@version $Revision: 956291 $ $Date: 2010-06-19 22:30:20 +0200 (Sat, 19 Jun 2010) $   ',non-directive
'@author <a href=\"mailto:jstrachan@_ClassPathElement_\">James Strachan</a>  ',non-directive
'@author <a href=\"mailto:nissim@_ClassPathElement_\">Nissim Karpenstein</a>  ',non-directive
'@author <a href=\"mailto:knielsen@_ClassPathElement_\">Kasper Nielsen</a>  ',non-directive
'@author Paul Jack  ',non-directive
'@author Stephen Colebourne  ',non-directive
'@author Matthew Hawthorne  ',non-directive
'@author Arun Mammen Thomas  ',non-directive
'@author Janek Bogucki  ',non-directive
'@author Max Rydahl Andersen  ',non-directive
'@author <a href=\"mailto:equinus100@_ClassPathElement_\">Ashwin S</a>  ',non-directive
'@author <a href=\"mailto:jcarman@_ClassPathElement_\">James Carman</a>  ',non-directive
'@author Neil O\'Toole ',non-directive
' Gets from a Map in a null-safe manner.   @param map  the map to use  @param key  the key to look up  @return the value in the Map, <code>null</code> if null map input ',non-directive
' Gets from a Map in a null-safe manner.   ',non-directive
'@param map  the map to use  ',non-directive
'@param key  the key to look up  ',non-directive
'@return the value in the Map, <code>null</code> if null map input ',non-directive
' Gets a String from a Map in a null-safe manner.  <p>  The String is obtained via <code>_ClassElement_</code>.   @param map  the map to use  @param key  the key to look up  @return the value in the Map as a String, <code>null</code> if null map input ',non-directive
' Gets a String from a Map in a null-safe manner.  ',non-directive
'<p>  The String is obtained via <code>_ClassElement_</code>.   ',non-directive
'@param map  the map to use  ',non-directive
'@param key  the key to look up  ',non-directive
'@return the value in the Map as a String, <code>null</code> if null map input ',non-directive
' Gets a Boolean from a Map in a null-safe manner.  <p>  If the value is a <code>Boolean</code> it is returned directly.  If the value is a <code>String</code> and it equals \'true\' ignoring case  then <code>true</code> is returned, otherwise <code>false</code>.  If the value is a <code>Number</code> an integer zero value returns  <code>false</code> and non-zero returns <code>true</code>.  Otherwise, <code>null</code> is returned.   @param map  the map to use  @param key  the key to look up  @return the value in the Map as a Boolean, <code>null</code> if null map input ',non-directive
' Gets a Boolean from a Map in a null-safe manner.  ',non-directive
'<p>  If the value is a <code>Boolean</code> it is returned directly.  ',non-directive
'If the value is a <code>String</code> and it equals \'true\' ignoring case  then <code>true</code> is returned, otherwise <code>false</code>.  ',non-directive
'If the value is a <code>Number</code> an integer zero value returns  <code>false</code> and non-zero returns <code>true</code>.  ',non-directive
'Otherwise, <code>null</code> is returned.   ',non-directive
'@param map  the map to use  ',non-directive
'@param key  the key to look up  ',non-directive
'@return the value in the Map as a Boolean, <code>null</code> if null map input ',non-directive
' Gets a Number from a Map in a null-safe manner.  <p>  If the value is a <code>Number</code> it is returned directly.  If the value is a <code>String</code> it is converted using  {@link _ClassElement_#parse(String)} on the system default formatter  returning <code>null</code> if the conversion fails.  Otherwise, <code>null</code> is returned.   @param map  the map to use  @param key  the key to look up  @return the value in the Map as a Number, <code>null</code> if null map input ',non-directive
' Gets a Number from a Map in a null-safe manner.  ',non-directive
'<p>  If the value is a <code>Number</code> it is returned directly.  ',non-directive
